51101	1101	22	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51201	22	1201	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51102	1102	20	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51202	20	1202	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51103	1103	18	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51203	18	1203	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51104	1104	16	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51204	16	1204	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51105	1105	14	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51205	14	1205	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51106	1106	11	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51206	11	1206	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51107	1107	9	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51207	9	1207	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51108	1108	7	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51208	7	1208	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51109	1109	5	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51209	5	1209	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51110	1110	3	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51210	3	1210	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51111	1111	2	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51211	2	1211	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51301	1301	26	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51401	26	1401	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51302	1302	28	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51402	28	1402	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51303	1303	30	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51403	30	1403	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51304	1304	32	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51404	32	1404	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51305	1305	34	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51405	34	1405	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51306	1306	36	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51406	36	1406	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51307	1307	38	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51407	38	1407	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51308	1308	40	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51408	40	1408	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51309	1309	42	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51409	42	1409	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51310	1310	44	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51410	44	1410	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51311	1311	46	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51411	46	1411	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51501	1501	82	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51601	82	1601	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51502	1502	80	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51602	80	1602	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51503	1503	78	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51603	78	1603	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51504	1504	76	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51604	76	1604	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51505	1505	74	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51605	74	1605	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51506	1506	72	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51606	72	1606	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51507	1507	70	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51607	70	1607	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51508	1508	68	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51608	68	1608	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51509	1509	66	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51609	66	1609	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51510	1510	64	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51610	64	1610	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51511	1511	62	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51611	62	1611	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51512	1512	60	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51612	60	1612	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51513	1513	58	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51613	58	1613	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51514	1514	56	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51614	56	1614	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51515	1515	54	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51615	54	1615	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51516	1516	52	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51616	52	1616	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51517	1517	50	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
51617	50	1617	1.00E+05	1.00E+08	1.00E+08	1.00E+08	1.00E+08	1.00E+08	200001
