2401	2401	2402	2401
2402	2402	2403	2402
2403	2403	2404	2403
2404	2404	2405	2404
2405	2405	2406	2405
2406	2406	2407	2406
2407	2407	2408	2407
2408	2408	2409	2408
2409	2409	2410	2409
2410	2410	2411	2410
2201	2201	2202	2201
2202	2202	2203	2202
2203	2203	2204	2203
2204	2204	2205	2204
2205	2205	2206	2205
2206	2206	2207	2206
2207	2207	2208	2207
2208	2208	2209	2208
2209	2209	2210	2209
2210	2210	2211	2210
2211	2211	2212	2211
2212	2212	2213	2212
2213	2213	2214	2213
2214	2214	2215	2214
2215	2215	2216	2215
2216	2216	2217	2216
2217	2217	2218	2217
2218	2218	2219	2218
2219	2219	2220	2219
2220	2220	2221	2220
2221	2221	2222	2221
2222	2222	2223	2222
2223	2223	2224	2223
2224	2224	2225	2224
2225	2225	2226	2225
2226	2226	2227	2226
2227	2227	2228	2227
2228	2228	2229	2228
2229	2229	2230	2229
2230	2230	2231	2230
2231	2231	2232	2231
2232	2232	2233	2232
2233	2233	2234	2233
2301	2301	2302	2301
2302	2302	2303	2302
2303	2303	2304	2303
2304	2304	2305	2304
2305	2305	2306	2305
2306	2306	2307	2306
2307	2307	2308	2307
2308	2308	2309	2308
2309	2309	2310	2309
2310	2310	2311	2310
2311	2311	2312	2311
2312	2312	2313	2312
2313	2313	2314	2313
2314	2314	2315	2314
2315	2315	2316	2315
2316	2316	2317	2316
2317	2317	2318	2317
2318	2318	2319	2318
2319	2319	2320	2319
2320	2320	2321	2320
2321	2321	2322	2321
2322	2322	2323	2322
2323	2323	2324	2323
2324	2324	2325	2324
2325	2325	2326	2325
2326	2326	2327	2326
2327	2327	2328	2327
2328	2328	2329	2328
2329	2329	2330	2329
2330	2330	2331	2330
2331	2331	2332	2331
2332	2332	2333	2332
2333	2333	2334	2333
2101	2101	2102	2101
2102	2102	2103	2102
2103	2103	2104	2103
2104	2104	2105	2104
2105	2105	2106	2105
2106	2106	2107	2106
2107	2107	2108	2107
3401	3401	3402	3401
3402	3402	3403	3402
3403	3403	3404	3403
3404	3404	3405	3404
3405	3405	3406	3405
3201	3201	3202	3201
3202	3202	3203	3202
3203	3203	3204	3203
3204	3204	3205	3204
3205	3205	3206	3205
3206	3206	3207	3206
3207	3207	3208	3207
3208	3208	3209	3208
3209	3209	3210	3209
3210	3210	3211	3210
3211	3211	3212	3211
3212	3212	3213	3212
3213	3213	3214	3213
3214	3214	3215	3214
3215	3215	3216	3215
3216	3216	3217	3216
3217	3217	3218	3217
3218	3218	3219	3218
3219	3219	3220	3219
3220	3220	3221	3220
3221	3221	3222	3221
3222	3222	3223	3222
3223	3223	3224	3223
3224	3224	3225	3224
3225	3225	3226	3225
3226	3226	3227	3226
3227	3227	3228	3227
3228	3228	3229	3228
3229	3229	3230	3229
3230	3230	3231	3230
3231	3231	3232	3231
3232	3232	3233	3232
3233	3233	3234	3233
3234	3234	3235	3234
3235	3235	3236	3235
3236	3236	3237	3236
3237	3237	3238	3237
3238	3238	3239	3238
3239	3239	3240	3239
3240	3240	3241	3240
3241	3241	3242	3241
3242	3242	3243	3242
3243	3243	3244	3243
3244	3244	3245	3244
3245	3245	3246	3245
3246	3246	3247	3246
3301	3301	3302	3301
3302	3302	3303	3302
3303	3303	3304	3303
3304	3304	3305	3304
3305	3305	3306	3305
3306	3306	3307	3306
3307	3307	3308	3307
3308	3308	3309	3308
3309	3309	3310	3309
3310	3310	3311	3310
3311	3311	3312	3311
3312	3312	3313	3312
3313	3313	3314	3313
3314	3314	3315	3314
3315	3315	3316	3315
3316	3316	3317	3316
3317	3317	3318	3317
3318	3318	3319	3318
3319	3319	3320	3319
3320	3320	3321	3320
3321	3321	3322	3321
3322	3322	3323	3322
3323	3323	3324	3323
3324	3324	3325	3324
3325	3325	3326	3325
3326	3326	3327	3326
3327	3327	3328	3327
3328	3328	3329	3328
3329	3329	3330	3329
3330	3330	3331	3330
3331	3331	3332	3331
3332	3332	3333	3332
3333	3333	3334	3333
3334	3334	3335	3334
3335	3335	3336	3335
3336	3336	3337	3336
3337	3337	3338	3337
3338	3338	3339	3338
3339	3339	3340	3339
3340	3340	3341	3340
3341	3341	3342	3341
3342	3342	3343	3342
3343	3343	3344	3343
3344	3344	3345	3344
3345	3345	3346	3345
3346	3346	3347	3346
3101	3101	3102	3101
3102	3102	3103	3102
3103	3103	3104	3103
3104	3104	3105	3104
3105	3105	3106	3105
3106	3106	3107	3106
3107	3107	3108	3107
3108	3108	3109	3108
3109	3109	3110	3109
3110	3110	3111	3110
3111	3111	3112	3111
4201	4201	4202	4201
4202	4202	4203	4202
4203	4203	4204	4203
4204	4204	4205	4204
4205	4205	4206	4205
4206	4206	4207	4206
4301	4301	4302	4301
4302	4302	4303	4302
4303	4303	4304	4303
4304	4304	4305	4304
4305	4305	4306	4305
4306	4306	4307	4306
5201	5201	5202	5201
5202	5202	5203	5202
5203	5203	5204	5203
5204	5204	5205	5204
5205	5205	5206	5205
5206	5206	5207	5206
5301	5301	5302	5301
5302	5302	5303	5302
5303	5303	5304	5303
5304	5304	5305	5304
5305	5305	5306	5305
5306	5306	5307	5306
6201	6201	6202	6201
6202	6202	6203	6202
6301	6301	6302	6301
6302	6302	6303	6302
7201	7201	7202	7201
7202	7202	7203	7202
7301	7301	7302	7301
7302	7302	7303	7302
8201	8201	8202	8201
8301	8301	8302	8301
