2401	34.59167273	6.5	1	2.571	1	25.44967273	1	2.571	1	1.2	0.0115
2402	36.18333818	6.5	1	2.571	1	27.04133818	1	2.571	1	1.2	0.0115
2403	37.77501091	6.5	1	2.571	1	28.63301091	1	2.571	1	1.2	0.0115
2404	39.36667636	6.5	1	2.571	1	30.22467636	1	2.571	1	1.2	0.0115
2405	40.95834909	6.5	1	2.571	1	31.81634909	1	2.571	1	1.2	0.0115
2406	42.55001455	6.5	1	2.571	1	33.40801455	1	2.571	1	1.2	0.0115
2407	44.14168727	6.5	1	2.571	1	34.99968727	1	2.571	1	1.2	0.0115
2408	45.73335273	6.5	1	2.571	1	36.59135273	1	2.571	1	1.2	0.0115
2409	47.32502545	6.5	1	2.571	1	38.18302545	1	2.571	1	1.2	0.0115
2410	48.91669818	6.5	1	2.571	1	39.77469818	1	2.571	1	1.2	0.0115
2201	4.5	6.5	1	1.2	0.0115
2202	4.5	6.5	1	1.2	0.0115
2203	4.5	6.5	1	1.2	0.0115
2204	4.5	6.5	1	1.2	0.0115
2205	4.5	6.5	1	1.2	0.0115
2206	4.5	6.5	1	1.2	0.0115
2207	4.5	6.5	1	1.2	0.0115
2208	4.5	6.5	1	1.2	0.0115
2209	4.5	6.5	1	1.2	0.0115
2210	4.5	6.5	1	1.2	0.0115
2211	4.5	6.5	1	1.2	0.0115
2212	4.5	6.5	1	1.2	0.0115
2213	4.5	6.5	1	1.2	0.0115
2214	4.5	6.5	1	1.2	0.0115
2215	4.5	6.5	1	1.2	0.0115
2216	4.5	6.5	1	1.2	0.0115
2217	4.5	6.5	1	1.2	0.0115
2218	4.5	6.5	1	1.2	0.0115
2219	4.5	6.5	1	1.2	0.0115
2220	4.5	6.5	1	1.2	0.0115
2221	4.5	6.5	1	1.2	0.0115
2222	4.5	6.5	1	1.2	0.0115
2223	4.5	6.5	1	1.2	0.0115
2224	4.5	6.5	1	1.2	0.0115
2225	4.5	6.5	1	1.2	0.0115
2226	4.5	6.5	1	1.2	0.0115
2227	4.5	6.5	1	1.2	0.0115
2228	4.5	6.5	1	1.2	0.0115
2229	4.5	6.5	1	1.2	0.0115
2230	4.5	6.5	1	1.2	0.0115
2231	4.5	6.5	1	1.2	0.0115
2232	4.5	6.5	1	1.2	0.0115
2233	4.5	6.5	1	1.2	0.0115
2301	4.5	6.5	1	1.2	0.0115
2302	4.5	6.5	1	1.2	0.0115
2303	4.5	6.5	1	1.2	0.0115
2304	4.5	6.5	1	1.2	0.0115
2305	4.5	6.5	1	1.2	0.0115
2306	4.5	6.5	1	1.2	0.0115
2307	4.5	6.5	1	1.2	0.0115
2308	4.5	6.5	1	1.2	0.0115
2309	4.5	6.5	1	1.2	0.0115
2310	4.5	6.5	1	1.2	0.0115
2311	4.5	6.5	1	1.2	0.0115
2312	4.5	6.5	1	1.2	0.0115
2313	4.5	6.5	1	1.2	0.0115
2314	4.5	6.5	1	1.2	0.0115
2315	4.5	6.5	1	1.2	0.0115
2316	4.5	6.5	1	1.2	0.0115
2317	4.5	6.5	1	1.2	0.0115
2318	4.5	6.5	1	1.2	0.0115
2319	4.5	6.5	1	1.2	0.0115
2320	4.5	6.5	1	1.2	0.0115
2321	4.5	6.5	1	1.2	0.0115
2322	4.5	6.5	1	1.2	0.0115
2323	4.5	6.5	1	1.2	0.0115
2324	4.5	6.5	1	1.2	0.0115
2325	4.5	6.5	1	1.2	0.0115
2326	4.5	6.5	1	1.2	0.0115
2327	4.5	6.5	1	1.2	0.0115
2328	4.5	6.5	1	1.2	0.0115
2329	4.5	6.5	1	1.2	0.0115
2330	4.5	6.5	1	1.2	0.0115
2331	4.5	6.5	1	1.2	0.0115
2332	4.5	6.5	1	1.2	0.0115
2333	4.5	6.5	1	1.2	0.0115
2101	25.67702375	6.5	1	2.571	1	16.53502375	1	2.571	1	1.2	0.0115
2102	24.8540475	6.5	1	2.571	1	15.7120475	1	2.571	1	1.2	0.0115
2103	24.03107126	6.5	1	2.571	1	14.88907126	1	2.571	1	1.2	0.0115
2104	23.20809501	6.5	1	2.571	1	14.06609501	1	2.571	1	1.2	0.0115
2105	22.38511876	6.5	1	2.571	1	13.24311876	1	2.571	1	1.2	0.0115
2106	21.56214251	6.5	1	2.571	1	12.42014251	1	2.571	1	1.2	0.0115
2107	19.385	6.5	1	2.571	1	10.243	1	2.571	1	1.2	0.0115
3401	40.80000167	6.5	1	2.571	1	31.65800167	1	2.571	1	1.2	0.0115
3402	42.60000334	6.5	1	2.571	1	33.45800334	1	2.571	1	1.2	0.0115
3403	44.40000502	6.5	1	2.571	1	35.25800502	1	2.571	1	1.2	0.0115
3404	46.19999833	6.5	1	2.571	1	37.05799833	1	2.571	1	1.2	0.0115
3405	48	6.5	1	2.571	1	38.858	1	2.571	1	1.2	0.0115
3201	4.5	6.5	1	1.2	0.0115
3202	4.5	6.5	1	1.2	0.0115
3203	4.5	6.5	1	1.2	0.0115
3204	4.5	6.5	1	1.2	0.0115
3205	4.5	6.5	1	1.2	0.0115
3206	4.5	6.5	1	1.2	0.0115
3207	4.5	6.5	1	1.2	0.0115
3208	4.5	6.5	1	1.2	0.0115
3209	4.5	6.5	1	1.2	0.0115
3210	4.5	6.5	1	1.2	0.0115
3211	4.5	6.5	1	1.2	0.0115
3212	4.5	6.5	1	1.2	0.0115
3213	4.5	6.5	1	1.2	0.0115
3214	4.5	6.5	1	1.2	0.0115
3215	4.5	6.5	1	1.2	0.0115
3216	4.5	6.5	1	1.2	0.0115
3217	4.5	6.5	1	1.2	0.0115
3218	4.5	6.5	1	1.2	0.0115
3219	4.5	6.5	1	1.2	0.0115
3220	4.5	6.5	1	1.2	0.0115
3221	4.5	6.5	1	1.2	0.0115
3222	4.5	6.5	1	1.2	0.0115
3223	4.5	6.5	1	1.2	0.0115
3224	4.5	6.5	1	1.2	0.0115
3225	4.5	6.5	1	1.2	0.0115
3226	4.5	6.5	1	1.2	0.0115
3227	4.5	6.5	1	1.2	0.0115
3228	4.5	6.5	1	1.2	0.0115
3229	4.5	6.5	1	1.2	0.0115
3230	4.5	6.5	1	1.2	0.0115
3231	4.5	6.5	1	1.2	0.0115
3232	4.5	6.5	1	1.2	0.0115
3233	4.5	6.5	1	1.2	0.0115
3234	4.5	6.5	1	1.2	0.0115
3235	4.5	6.5	1	1.2	0.0115
3236	4.5	6.5	1	1.2	0.0115
3237	4.5	6.5	1	1.2	0.0115
3238	4.5	6.5	1	1.2	0.0115
3239	4.5	6.5	1	1.2	0.0115
3240	4.5	6.5	1	1.2	0.0115
3241	4.5	6.5	1	1.2	0.0115
3242	4.5	6.5	1	1.2	0.0115
3243	4.5	6.5	1	1.2	0.0115
3244	4.5	6.5	1	1.2	0.0115
3245	4.5	6.5	1	1.2	0.0115
3246	4.5	6.5	1	1.2	0.0115
